,factor_6
chr9_32550064_32553423,11.450335
chr1_117059059_117061100,11.427889
chr4_102824427_102829443,11.392198
chr11_95788641_95791831,11.369185
chr2_99140503_99142251,11.366833
chr3_18438145_18448087,11.359735
chrX_1452315_1454793,11.350442
chr6_42043794_42051495,11.338105
chr12_109572704_109574406,11.3352995
chr19_48634129_48639040,11.333426
chr7_139358384_139361166,11.321761
chr11_67804561_67806657,11.319399
chr10_31758843_31761152,11.317194
chr4_99562852_99564549,11.300591
chr17_7833473_7845512,11.290468
chr9_6006604_6009098,11.275004
chr1_173860195_173870972,11.274953
chr11_108220850_108227268,11.272308
chr7_26196212_26203406,11.2688
chr11_121448227_121455629,11.26776
chr19_18202739_18205542,11.266333
chr14_61694556_61699622,11.261229
chr17_59154319_59156282,11.260772
chr2_135529978_135532497,11.257294
chr19_40442476_40445281,11.253598
chr17_47894914_47897086,11.253284
chr6_4134216_4137497,11.2526655
chr19_55338393_55340376,11.250102
chr17_4364841_4367328,11.248807
chr17_5418514_5420809,11.247017
chr12_26935614_26941896,11.240089
chr19_10717015_10719836,11.235291
chr15_64891453_64896512,11.233092
chr11_6234016_6235753,11.23288
chr2_70083106_70092286,11.232336
chr1_22024153_22027423,11.229443
chr16_53500825_53505040,11.228903
chr3_9395529_9400170,11.221367
chr13_28136821_28141980,11.219377
chr9_6412226_6415898,11.217761
chr19_40714553_40718014,11.216789
chr1_211577232_211580235,11.21531
chr12_57751382_57753242,11.209364
chr19_38847983_38853174,11.209092
chr1_179953457_179955815,11.20797
chr1_67427275_67431719,11.207898
chr7_140475687_140480137,11.207658
chr19_19191544_19193505,11.203347
chr14_99682633_99684893,11.203072
chr7_77796682_77801115,11.189535
chr7_105008513_105018349,11.185177
chr16_30657319_30661360,11.18021
chr1_26306063_26308943,11.17937
chr7_139339529_139342408,11.177217
chr4_26859744_26862818,11.17459
chr2_24971008_24973150,11.168513
chr6_109380498_109383825,11.164162
chr5_108379755_108383824,11.161859
chr11_134252489_134254312,11.161353
chr10_74150162_74152180,11.161023
chr11_118922393_118930882,11.158098
chr1_169890714_169894964,11.156719
chrX_153966904_153973532,11.156374
chrX_123959416_123964793,11.154158
chr11_73978895_73984443,11.153736
chr8_124369676_124373569,11.153297
chr4_82898234_82901760,11.148463
chr5_40677944_40690418,11.144422
chr8_101203857_101207641,11.144186
chr4_26318604_26322931,11.139347
chr4_52711305_52713896,11.13884
chr12_100199186_100201578,11.136687
chr20_3795272_3800157,11.133456
chr12_6688195_6690333,11.131941
chr14_64501046_64509101,11.131672
chr5_131262162_131268473,11.131098
chr12_57693240_57694765,11.128293
chr14_89616517_89621973,11.127034
chr14_91059397_91061955,11.121139
chr17_49191471_49194474,11.120655
chr11_66311699_66313570,11.120557
chr12_122973980_122975855,11.116969
chr17_8118016_8127286,11.11559
chr4_42654105_42658416,11.114889
chr22_38704931_38707539,11.113701
chr4_2961295_2964556,11.108006
chr20_50730516_50732513,11.107393
chr8_28889144_28891638,11.104997
chr9_129883931_129892584,11.103994
chr17_46189861_46195634,11.102388
chr6_20400408_20405198,11.101767
chr1_226061328_226065408,11.099718
chr6_89828734_89830524,11.098419
chr7_131102101_131111709,11.098344
chr12_8242116_8244304,11.096663
chr16_18800464_18802444,11.096133
chr3_33438128_33441860,11.095252
chr12_62258866_62261767,11.092453
chr1_26233509_26235483,11.092438
chr4_169611692_169613861,11.09143
