,factor_12
chr3_18438145_18448087,4.221312
chr11_66311699_66313570,4.1980767
chr4_169611692_169613861,4.075826
chr11_121460944_121468744,4.0242834
chr3_71488410_71494709,4.0059743
chr4_99562852_99564549,3.9849143
chr16_27364307_27368727,3.9643946
chr1_9713925_9718374,3.9427414
chr11_121448227_121455629,3.9338734
chr13_51818317_51827822,3.9335973
chr1_59814095_59815640,3.933409
chr10_28367691_28369560,3.932899
chr16_87895280_87898241,3.92888
chr1_174963448_174970491,3.9241602
chr1_26306063_26308943,3.90906
chr10_14569150_14572802,3.9054456
chr5_59123145_59128393,3.9051702
chr17_2265519_2267312,3.9041173
chr11_311648_318144,3.8969767
chr17_65558666_65562326,3.8955135
chr3_18422600_18427253,3.8940847
chr19_9784739_9786540,3.8877115
chr10_31758843_31761152,3.885403
chr9_32550064_32553423,3.8795426
chr1_39690883_39693105,3.8671563
chr18_67514846_67517797,3.8635223
chr6_42043794_42051495,3.8630269
chr1_117059059_117061100,3.8523517
chr6_52388644_52391062,3.849308
chr10_46090839_46096247,3.8473916
chr19_55338393_55340376,3.846747
chr20_3795272_3800157,3.839231
chr11_108235542_108238086,3.835565
chr19_8591780_8593146,3.8326948
chr11_95788641_95791831,3.8312879
chr17_47894914_47897086,3.8205318
chr14_89616517_89621973,3.819225
chr9_6006604_6009098,3.8136
chr2_99140503_99142251,3.8027585
chr2_207162880_207167892,3.7959988
chr1_227787128_227789172,3.7926729
chr4_7937168_7940348,3.7921429
chr2_201251954_201254884,3.7899914
chr11_108220850_108227268,3.7806058
chr4_52711305_52713896,3.777103
chr16_84514338_84515773,3.7756937
chr5_59035672_59042949,3.775571
chr19_18117504_18120408,3.7741268
chr1_109111959_109114717,3.769702
chr3_71127003_71132399,3.7687926
chrX_1462373_1465416,3.761139
chr4_102824427_102829443,3.7609003
chr13_99655483_99659630,3.7581491
chr18_810088_814005,3.755876
chr11_67804561_67806657,3.7558172
chr3_56795557_56802822,3.7543485
chr7_138752131_138754028,3.75315
chr11_118917129_118921751,3.7515874
chr2_162343356_162345486,3.7508368
chr11_96011909_96014887,3.7452533
chr11_134252489_134254312,3.7431006
chr3_71579488_71587145,3.7386897
chr16_48611381_48613989,3.7375662
chr1_24500978_24505574,3.7372522
chr10_11144753_11151368,3.7364037
chr10_14581867_14589357,3.73511
chr10_6577878_6589029,3.7342715
chr17_7454902_7456970,3.7315428
chr17_7833473_7845512,3.7281785
chr10_30026745_30028420,3.72623
chr3_169965580_169967889,3.7248118
chr3_122415187_122417252,3.7231426
chr12_57751382_57753242,3.7228975
chr1_211577232_211580235,3.722153
chr1_84689287_84691550,3.7125523
chr14_99682633_99684893,3.7116923
chr17_59154319_59156282,3.7102342
chr16_23948633_23952919,3.7090461
chr19_7068780_7070291,3.7071126
chr2_135529978_135532497,3.703966
chr1_173860195_173870972,3.7009103
chr11_17275570_17277881,3.6971908
chr17_4364841_4367328,3.6958697
chr2_219247297_219250634,3.6954374
chr19_10717015_10719836,3.694233
chr5_131270171_131283722,3.6933312
chr6_4134216_4137497,3.6914997
chr11_6234016_6235753,3.6911669
chr7_87215997_87221299,3.6911068
chr2_39215492_39217737,3.6874664
chr19_48634129_48639040,3.6860294
chr2_54722692_54725361,3.685898
chr11_85752078_85753864,3.6856563
chr1_100924167_100929050,3.6846344
chr3_9395529_9400170,3.6748545
chr1_89605699_89612464,3.6729324
chr7_140475687_140480137,3.6714487
chr17_67440288_67442052,3.6674426
chr1_12177377_12179886,3.6665688
chr3_71721404_71726865,3.6660886
